TimeP,ID,Memory,MeasureT,Tank
M12,K10_C_T_24,11597,T2,C2
M12,S12_C_T_24,11599,T2,C2
M12,S12_C_N_24,11600,T2,C2
M12,S12_C_T_23,11601,T2,C2
M12,S12_C_N_23,11602,T2,C2
M12,K12_C_T_24,11604,T2,C2
M12,K12_C_N_24,11605,T2,C2
M12,K12_C_T_23,11606,T2,C2
M12,K12_C_N_23,11607,T2,C2
M12,S8_H_N_21,11611,T3,H1
M12,S8_H_T_21,11612,T3,H1
M12,S8_H_N_22,11613,T3,H1
M12,S8_H_T_22,11614,T3,H1
M12,K8_H_N_21,11616,T3,H1
M12,K8_H_T_21,11617,T3,H1
M12,K8_H_N_22,11618,T3,H1
M12,K8_H_T_22,11619,T3,H1
M12,S10_H_T_22,11621,T3,H1
M12,S10_H_N_22,11622,T3,H1
M12,S10_H_T_21,11623,T3,H1
M12,S10_H_N_21,11624,T3,H1
M12,K10_H_T_22,11626,T3,H1
M12,K10_H_N_22,11627,T3,H1
M12,K10_H_T_21,11628,T3,H1
M12,K10_H_N_21,11629,T3,H1
M12,S12_H_N_21,11631,T3,H1
M12,S12_H_T_21,11632,T3,H1
M12,S12_H_N_22,11633,T3,H1
M12,S12_H_T_22,11634,T3,H1
M12,K12_H_N_21,11636,T3,H1
M12,K12_H_T_21,11637,T3,H1
M12,K12_H_N_22,11638,T3,H1
M12,K12_H_T_22,11639,T3,H1
M12,S8_H_T_24,11642,T3,H2
M12,S8_H_N_24,11643,T3,H2
M12,S8_H_T_23,11644,T3,H2
M12,S8_H_N_23,11645,T3,H2
M12,K8_H_N_23,11647,T3,H2
M12,K8_H_T_23,11648,T3,H2
M12,K8_H_N_24,11649,T3,H2
M12,K8_H_T_24,11650,T3,H2
M12,S10_H_N_23,11652,T3,H2
M12,S10_H_T_23,11653,T3,H2
M12,S10_H_N_24,11654,T3,H2
M12,S10_H_T_24,11655,T3,H2
M12,K10_H_T_24,11657,T3,H2
M12,K10_H_N_24,11658,T3,H2
M12,K10_H_T_23,11659,T3,H2
M12,K10_H_N_23,11660,T3,H2
M12,S12_H_N_23,11663,T3,H2
M12,S12_H_T_23,11664,T3,H2
M12,S12_H_N_24,11665,T3,H2
M12,S12_H_T_24,11666,T3,H2
M12,K12_H_N_23,11668,T3,H2
M12,K12_H_T_23,11669,T3,H2
M12,K12_H_N_24,11670,T3,H2
M12,K12_H_T_24,11671,T3,H2
M12,S8_C_T_22,11674,T3,C1
M12,S8_C_N_22,11675,T3,C1
M12,S8_C_T_21,11676,T3,C1
M12,S8_C_N_21,11677,T3,C1
M12,K8_C_T_22,11679,T3,C1
M12,K8_C_N_22,11680,T3,C1
M12,K8_C_T_21,11681,T3,C1
M12,K8_C_N_21,11682,T3,C1
M12,S10_C_T_22,11684,T3,C1
M12,S10_C_N_22,11685,T3,C1
M12,S10_C_T_21,11686,T3,C1
M12,S10_C_N_21,11687,T3,C1
M12,K10_C_N_21,11689,T3,C1
M12,K10_C_T_21,11690,T3,C1
M12,K10_C_N_22,11691,T3,C1
M12,K10_C_T_22,11692,T3,C1
M12,S12_C_T_22,11694,T3,C1
M12,S12_C_N_22,11695,T3,C1
M12,S12_C_T_21,11696,T3,C1
M12,S12_C_N_21,11697,T3,C1
M12,K12_C_T_22,11699,T3,C1
M12,K12_C_N_22,11700,T3,C1
M12,K12_C_T_21,11701,T3,C1
M12,K12_C_N_21,11702,T3,C1
M12,S8_C_T_24,11705,T3,C2
M12,S8_C_N_24,11706,T3,C2
M12,S8_C_T_23,11707,T3,C2
M12,S8_C_N_23,11708,T3,C2
M12,K8_C_N_23,11710,T3,C2
M12,K8_C_T_23,11711,T3,C2
M12,K8_C_N_24,11712,T3,C2
M12,K8_C_T_24,11713,T3,C2
M12,S10_C_N_23,11715,T3,C2
M12,S10_C_T_23,11716,T3,C2
M12,S10_C_N_24,11717,T3,C2
M12,S10_C_T_24,11718,T3,C2
M12,K10_C_N_23,11720,T3,C2
M12,K10_C_T_23,11721,T3,C2
M12,K10_C_N_24,11722,T3,C2
M12,K10_C_T_24,11723,T3,C2
M12,S12_C_T_24,11725,T3,C2
M12,S12_C_N_24,11726,T3,C2
M12,S12_C_T_23,11727,T3,C2
M12,S12_C_N_23,11728,T3,C2
M12,K12_C_T_24,11730,T3,C2
M12,K12_C_N_24,11731,T3,C2
M12,K12_C_T_23,11732,T3,C2
M12,K12_C_N_23,11733,T3,C2
